statement,label
there is a  percent increase in violent crime in the state of california and thats just within the last year,0
marco rubio says solo ingles english only,0
goldman sachs was barack obamas no  private contributor,1
say this biennium liquor sales account for nearly  billion in the state budget,0
says he balanced the milwaukee county budget without raising taxes five years in a row,1
a clear majority of americans support removing the costsharing requirement for prescription contraceptive coverage,1
oregon once again remains among the top five hungriest states in the nation,1
says he voted for even stronger protections in the violence against women actthan obamas agenda will allow,0
the cost of college education has gone up  percent since ,1
early census returns are showing that conservatives have been measurably less likely than liberals to return their census forms,0
the church barack obama belongs to only admits black people,0
ben bernanke has been the most inflationary chairman in the history of the federal reserve,0
the milwaukee county board approved a reform package by a  vote meaning board supervisors salaries will be cut by  percent and the boards budget will be cut by  percent,1
bill young uses his campaign money for among other things a luxury car,1
we have lower family incomes in illinois today than we had  years ago in illinois because of the control of house speaker michael madigan and his democrats,1
before taking executive action on immigration president obama stated  times that he does not have the authority to change immigration laws on his own,1
says excise taxes aredisproportionately burdening middle and lowerincome consumers,1
after actions by gov scott walker and republicans wisconsin is dead broke,0
georgia still has one of the richest programs in terms of scholarships for students to go to college,1
in order to pass the crct in georgia you simply have to get half of the answers correct,1
obamacare medical device tax has led to the loss of thousands of jobs in us,1
human error such as skipping a community in the wisconsin supreme court race is common in the votetabulation process,0
at twin river were more than competitive with nearby casinos in slot machine payouts,1
understand this is unemployment insurance its not welfare as a lot of my republican colleagues like to suggest it is you pay into it when youre working you get help when youre not,1
the substitute budget now adds in tax breaks and tax deductions for those who buy these prisons,1
in reality gas produced by fracking is worse for the climate than coal,1
the childrens defense fund rated mccain as the worst senator in congress for children,1
say in november  voters overwhelmingly supported the idea of creating a library district,1
donald trump has described hillary clinton as one of the best secretaries of state in history,0
a scheduled speech by president barack obama will be the first time an american president has spoken directly to the nations school children about persisting and succeeding in school,0
says under president barack obama the united states has created five million jobs,1
with this reform every insured american gets valuable consumer protections and every uninsured american can become insured,1
under president barack obamas jobs bill you can sue if you are unemployed and dont get the job and think you werent hired because you are unemployed,1
national debt plus unfunded liabilities adds up to  per american household,1
says three ukrainians recently captured on a west texas ranch are among individuals from countries that have strong terrorist ties being apprehended near the states border with mexico,1
rev wright said that alqaida and the american flag were the same flags,0
the average k in america of a person whos  years old is under ,1
says mitt romney wants to end tax credits for wind producers,1
november  was a record year of turnout more people voted before election day using absentee ballots and voting early than ever before in our history,1
if you are born poor in america we rank ninth or tenth in our citizens ability to climb up through that ladder and get themselves into the middle class,1
by the time obama took office the bush administration had given the car companies  billion and the money was now gone,1
says by reducing chronic health care costs in the state of georgia we can reduce the  billion lost each year due to lack of productivity and economic costs,1
obamacare will mean  million fewer jobs by ,1
president obama has declared disasters in  of  states this year,1
each vegan spares more than  animals every year,0
i have given  of my unused travel expenses over the years to supplement the school systems general budget,1
the deal to raise the nations debt ceiling will directly link a debt ceiling increase to spending cuts for the first time ever,0
sixteen thousand new internal revenue service agents will be empowered to enforce the new health care legislation,0
the chinese government provides their people no access to the internet,0
sen clinton said the surge of troops in iraq was working now sen clinton says the surge has failed and that we should begin the immediate withdrawal of us troops,0
says that except for foreign policy ron pauls voting record and his voting record are virtually identical,1
the africanamerican community lost half of their wealth as a result of the wall street collapse,1
what concerns me is there is only two sentences that have been written about minority business,1
says the congressional budget office estimates a capandtrade program would cost the average family the equivalent of a postage stamp a day,1
if the republicans were the majority rep barton would have actually the gavel and the chairmanship,1
on campaign contributions from electric utilities,0
our childrens safety is potentially at risk because nearly half of the apple juice consumed by our children comes from apples grown in china,1
by the way im not raising tolls  percentjon corzine did,1
if public employees dont pay more for benefits starting april   the equivalent is  state employee layoffs by june   and  to  state and local government employee layoffs in the next two years,1
over the past three years deep poverty has reached its highest level on record,1
says bernie sanders is going to tax you people at  percent,0
pam bonditold a group of lobbyists shell side with corporate special interests as attorney general,0
says romney wants to add  trillion to the defense budget that the military hasnt asked for,1
us rep phil gingrey wants public schools to teach women to stay in their place,0
as the election tracker fivethirtyeight has reported whoever wins pennsylvania will be our next president,0
says us house opponent michael williams does not live in and has never voted in the congressional district hes seeking to represent,0
no one in american history has moved from a june  announcement to a may  winning of a majority trumps achievement is remarkable,0
the interior department is in charge of salmon while theyre in fresh water but the commerce department handles them when theyre in saltwater,1
the ustax rate on successful small businesses is  percent while the business tax rate in canada is  percent,1
ann mclane kuster is for a government takeover of health care more radical than obamacare and she supports a  billion cut to medicare for current retirees,0
last year we spent more than  billion on highways and lord knows we need that but thats more than we spent on amtrak in its entire year history,1
you cannot get ebola from just riding on a plane or bus,1
said the washington post argued that a failure to pass the start treaty this year would be no calamity and that the associated press saidthe administration concedes the security risk is not immediate,1
we currently have one guy who is in charge of painting the entire milwaukee county parks system,1
deer baiting planned for block island by dem is illegal in rhode island,1
liberty university students were mandated to attend sen ted cruzs presidential announcement or they would be fined,1
hundreds of thousands of illegal immigrants are going to state and federal penitentiaries,0
slim jims just recently cost  cents but now cost ,0
president barack obama and secretary of state john kerry agreed to lift irans economic and arms sanctions without any proof of change in conduct,0
president barack obama has deported more people in his first year in office than george w bush in his last year in office,1
weve seen our deficits cut by twothirds,1
the city of houston now has more debt per capita than california,1
says patrick murphy is one of only three democrats in the house today who voted to create the benghazi committee,1
says patrick murphy embellished according to reports his university of miami academic achievement,1
every billion dollars we spend on highway construction results in  jobs but the fact is the average american is sitting in traffic  hours a year,0
says jeanne shaheen got behind the idea of using the irs to target american citizens for their political views,0
on average americans spend less than  percent of their disposable income on food compare that to folks in mexico who spend  percent china  percent and russia  percent,1
we lock up close to  million people in this country were locking up more people than china and russia,1
you can fill out your tax return in estonia online in five minutes,1
in  about  percent of child abuse and neglect reports in oregon were made by those required to report by law,1
since oregons prescriptiononly law took effect meth lab incidents have dropped by  percent and methrelated arrests by  percent,1
oshaughnessy even voted for her own personal stimulus package  a taxpayerfunded pay raise for herself,0
when washington liberals wanted to take away our guns chet said no,0
because of obamacare over the last two years health care premiums have gone up  its true  but theyve gone up slower than any time in the last  years,0
says marco rubio endorsed obamacare for his own family,0
then the republican leader theatrically introduced new bills with stopgap budget language declaring that we could stay until midnight and pass this compromise except under our constitution a bill has to be read on  different days so thats not possible,0
there are many health insurance plans that will cover viagra but wont cover birthcontrol medication,0
says ken cuccinelli attacked churches for helping the poor,0
we have created new jobs here in cranston  more than ,1
says michele bachmann said the chinese built a great wall  years ago you dont see any illegal mexicans in china,0
rhode islands state pension system underperformed the median three out of the four years that mr frank caprio was in office,1
says hillary clinton was let off the hook for her email scandal while gen david petraeus had his life destroyed for doing far far less,0
the obama administration is cutting back on defense,1
transporting drugs is the price of admission for people crossing the border illegally,0
charlie crist stopped layoffs of some  school teachers during the global economic meltdown,1
says hillary clinton supported and continues to support fracking,1
a filibuster has never really been successfully used against a supreme court justice,0
north carolinas coast is possibly the best place in the us for an offshore windfarm,1
says russ feingold supported a stimulus plan that allowed a company to create  jobs in china,0
scientists are questioning the original idea that manmade global warming is what is causing the climate to change it is more and more being put into question,0
says paul ryans budget would turn medicare into a voucher,1
says he has the most impressive education record of the republican candidates,1
obamacare is going to increase the divorce rate,0
many states without collective bargaining such as arizona nevada and north carolina have far larger budget deficits than many that do including ohio,1
senator menendez said he would spend our money wisely but our annual national deficit climbed from  billion a year to  trillion on his watch,1
says madison mayor paul soglins stated intent when proposing that city contractors disclose private political donations was to discourage contributions to organizations with which he disagrees,1
a republican bill that would change john doe criminal investigations is creating exceptions in the law for politicians,1
says we allow more people into america legally than all other countries on the planet combined,0
by the end of  more than  people will have died on georgia roads one of out evey four fatalities resulted from drunken driving,1
providence is one of the busiest fire departments for its relative size in the country,1
we now have a proamerican president in france which shows if you live long enough anything can happen in this world,1
says chris christie instituted an internet sales tax,0
no federal official at any level is currently allowed to say merry christmas,0
obama refused to not only put his hand on his heart during the pledge of allegiance but refused to say the pledge,0
i started the whole year as a senior on the university of illinois football team and led the team in interceptions and tackles from defensive back,0
people committed involuntarily for  hours under the baker act will get their guns back automatically and immediately upon dischargeand their commitment is never entered into a background check database,1
says he never called teachers thugs and has said nothing but great things about them during the fight over his curbs on unions,1
nevada republican senate nominee joe heck voted to criminalize abortion for rape victims,1
in wisconsin  percent of all small businesses will qualify for incometax relief under my plan freeing them to expand and create jobs,0
the democratic party is getting smaller and smaller and smaller,0
says hillary clintons been very clear where she stands on trade,0
says to hillary clinton you heard what i said about the transpacific partnership trade deal and all of a sudden you were against it,0
on the status of illegal immigrants,0
a new presidential helicopter is now going to cost as much as air force one,1
utah was the no  job creator in this country during my years of service as governor with a  percent increase in jobs,1
an amendment pushed by lyndon johnson many years ago threatens religious institutions with a loss of their taxexempt status if they openly advocate their political views,1
in  the republicans embraced a health platform that proudly features an individual mandate as its main component,1
jack kingston had more earmarks at one time than every member of the georgia delegation put together,0
you see  people are murdered every single day by gunfire in america,1
one of the most troubling aspects of the rubioschumer gang of eight bill was that it gave president obama blanket authority to admit refugees including syrian refugees without mandating any background checks whatsoever,0
i stopped requesting earmarks in ,1
says he supported the  crime bill because there is a ban on assault weapons in that bill,1
says donald trump bans disabled veterans from his high rise,0
youre more likely to get struck by lightning in texas thanfind inperson voter fraud,1
once again a police officer has been killed with an illegal gun from georgia a state that last year did the nras bidding and weakened its already lax gun laws,0
georgia has one of the nations highest jet fuel taxes,1
on whether the federal government should set a minimum wage,0
in  roughly  political arrests occurred in cuba that is five times as many as occurred in  when there were only about ,1
obamas proposed budget doubles the debt in five years triples it in  years,1
of the states that have a lieutenant governor many are currently discussing the need for such an obsolete office,0
since  eight children in georgia have died due to vehicular heatstroke,1
every day  americans are murdered with guns,1
says bill nelson sold agricultural land for home development pocketing at least  million,0
says john kerry is the first secretary of state to rely primarily on a government account,1
us troops are getting only  hours of ebola training before deployment to liberia,0
says eight americans died in a knife attack at a minnesota mall,0
says paul ryan wants to cut pell grant scholarships for nearly  million students,1
says he has engaged in the political process only in the past decade,0
one thing that is much more unpopular than the affordable care act is repealing the affordable care act,1
says carpet bombing means bombing not a city but the location of the troops with embedded special forces to direct the air power,0
the brady campaign has given me a  percent not   percent rating,1
if the sequester hits hundreds of thousands of americans will lose access to primary care and preventive care like flu vaccinations and cancer screenings,1
a littleknown unit of the department of justice the community relations service was deployed to sanford fl following the trayvon martin shooting to help organize and manage rallies and protests against george zimmerman,0
the cia paid two psychologists  million to develop and run their torture program,1
nearly one in three primary care doctors are forced to limit the number of medicare patients they see,1
says marco rubios proposed college affordability overhaul would specifically benefit forprofit colleges,0
on obama the press warns the taxman cometh,0
human trafficking is the thirdbiggest criminal enterprise in the world,1
on the arizona immigration law,1
on offshore drilling,1
every single strawberry that is served to members of congress will have passed through the rough hands of an undocumented immigrant,1
too many tattoos on visible body parts keepsome applicants out of the military,1
a proposed bill in the florida legislature would authorize the public hoarding of cats by feral cat activists,1
you lie in response to president obama saying health reform would not insure illegal immigrants,0
pope francis uses a modest compact car to get around while creflo dollar drives an expensive sports car,0
tax increases could come into play as a result of the debt ceiling deal,1
my judicial nominees have waited three times longer to receive confirmation votes than those of my republican predecessor,1
says president barack obama said that if he doesnt turn the economy around after three years in office hell be a oneterm president,1
president barack obama has weakened the respect for america abroad,0
the fact is its not amnesty,1
the average american family saw income rise  under bill clinton and decline  under george bush,1
i was able to go and buy an automatic weapon most people can go out and buy an automatic weapon,0
after my first year as governor i was one of the most unpopular governors maybe the most unpopular governor in the country  it changed,1
when mitt romney was governor massachusetts ranked th out of  states in job creation,1
people are paying more in taxes than they will for food housing and clothing combined,1
the democrats plan to raise your tax rates to  or  percent,0
a lot of the move to free the slaves  did not come from the federal government it came from a growing movement among the people particularly people of faith,0
says many publicemployee unions falsely told their wisconsin members his budgetrepair bill sought  percent to  percent of their incomes for health insurance premiums,0
 billion over the next five years will be taken out of our public schools and be put into vouchers,0
says hillary clintons energy agenda will cost the us economy over  trillion,0
republican state lawmakers are refusing to give the people of their own states their own tax dollars back in the form of expanded medicaid,1
says the dccitycouncilpasseda lawbanninglethalrat trapping,0
roy cooper wont say how he will pay for free college tuition,1
says fran dewines madefromscratch dinner rolls are a delicious favorite in a traditional thanksgiving dinner,1
california has more kids in poverty  than virtually any other state,1
the obamagop compromise raises taxes it raises the death tax,0
husbands rarely beat up their wives single women get beaten up more,1
says jeb bush once held  million in family planning grants hostage until the programs receiving the money agreed not to discuss birth control at all,0
the ri turnpike and bridge authority was supposed to exist only until the bonds used to build the newport bridge were paid off through tolls once the bonds were paid the newport bridge was to be transferred to the state of rhode island and become tollfree,1
over the last two years since president obama has taken office the federal government has added  new federal jobs,0
on unemployment rates we have counties in southwest virginia that are well into double digits and some that are pushing  percent,0
says hillary clinton took money from kings of saudi arabia and morocco and oman and yemen,1
says that president obama said that small businesses succeed because of government,0
the republican governor who stood up and cut spending instead of raising taxes,1
because of the transpacific partnership weve got a country like malaysia taking really serious efforts to crack down on human trafficking,1
kohls department stores in  announced the creation of  new jobs,1
says ron johnson supported a plan to cut benefits and raise the retirement age for social security,0
mitt romney says the next president doesnt need foreign policy experience,1
the gop health care plan would allow health insurance companies to continue engaging in unfair and discriminatory practices like denying coverage to people because of a preexisting medical condition,1
says we brought crime rate down by  percent when he was mayor of dallas,1
says floridas pension plan faces the same longterm funding problems as social security,1
in k education our kids are scoring at the bottom of science and mathematics right now in the industrialized world  at the bottom,0
says new jerseys  billion horse racing industry employs  individuals and ensures the preservation of  acres of horse farmland,1
royalties foroil and other energy sources are the secondlargest revenue source to the federal government after the irs,0
the no  owner of fox news is prince alwaleed bin talal who said a strong american government is not good for us,0
says the congressional budget office said unemployment could top  percent in ,0
when nafta was passed there was an acceleration of immigration from mexico because people were in search of jobs,1
sen sanders did vote five times against the brady bill,1
under president george w bush the us spent  trillion on tax cuts for the wealthy and trillions each on a war and on medicare drug benefits,1
says bernie sanders once said instead of removing the conditions that make people depressed modern society gives them antidepressant drugs,0
i have never supported cap and trade,1
the nonpartisan congressional budget office concluded obamacare will cost the us more than  jobs,0
there are prototype cars that get between  and  miles per gallon and we could have those cars in your garages in a couple of years,0
 arizonans may have no choice on affordable care act coverage,1
there are corporations in this nation some of the biggest corporations in this nation who do not pay taxes,1
the united states has a supply of more than  years of natural gas,1
says virginia house republicans are sacrificing  million a day in us funds by refusing to expand medicaid,1
i represent the fourthpoorest congressional district in the nation,0
the federal health care law tells the american people precisely what type of coverage they have to have,1
ohios lost more jobs in march than any other state in the nation,1
says patrick murphy wrongly conveyed rubios stance on abortion for women infected by zika,0
income inequality seems to be worst in cities run by democrats,1
a recent drop in the unemployment rate is questionable because it was calculated over two days of the thanksgiving week,0
the states that have raised the minimum wage this year have had faster job growth than the states that havent raised the minimum wage,1
in his first tv interview as president obama said we should talk to iran,1
i have never voted for a tax increase,0
says us reps phil gingrey and jack kingston have even changed votes to what i voted multiple times,0
hillary clinton and barack obama want to raise taxes on dividends a move that would crash the stock market,0
environmentalists said were only going to stop coal mining above  feet  well guess where all the coal in the state of tennessee is above  feet,0
proof of citizenship isnt necessary before you register to vote in florida,0
says florida is one of a few or perhaps the only state that has a statewide review of local land use and zoning decisions,1
says that with president obamas reelection state and federal income tax rates for some taxpayers will rise to roughly  percent,0
my husband has not withheld a single document,1
why was there no news coverage of this raid on the arizona border seizure was just five days ago right on the arizona border,0
say portland public schools central administration makes up less than  percent of the staff,1
says mitt romney has changed his position on supporting the tarp program,0
if president barack obama strikes a nuclear deal with iran the next president could revoke such an executive agreement with the stroke of a pen and future congresses could modify the terms of the agreement at any time,1
the st norbert collegewisconsin public radio poll has been wrong in almost every election,0
president obama has no plan to reduce the deficit let alone pay down the debt,0
says electric utilities are trying to fool you into amending your state constitution in a way that gives them the authority to shut down net metering,1
wisconsins government accountability board wanted to consider mickey mouse and adolf hitler as valid signatures on recall petitions,0
theres just one piece of legislation that is now law with sen ted cruzsname on it,1
an effort to repeal votingreform legislation would be the first time in ohio history where a bill has been passed to stop a referendum,1
they clinton and obama have never to my knowledge been involved in legislation nor hearings nor engagement on this issue climate change,0
fact repealing obamacare would be easier than repealing prohibition,1
the majority of americans now doubt that our children will have a better future,1
mccain said no to higher fuelefficiency standards for cars,0
the constitution doesnt allow the governor to notspend appropriations funds,1
one third of all federal prisoners today are illegal immigrants,0
says under the senate immigration bill newly legalized immigrants will pay every tax possible but you dont get a single benefit for  years,1
each georgia taxpayer would have to send  to the treasury to cover the states debt,0
says mitt romney wrote that if social security was done in the private sector it would be called criminal,0
a record number of hispanics were elected to the us house of representatives,1
theyve seen employersupported coverage increase in massachusetts after this law romneycare was implemented,1
says its not true that florida black bears are an apex predator,1
a state bill would end a longstanding requirement that local governments repair highways and sidewalks  and block injured citizens from suing over neglected maintenance,0
miller brewing is not a us company any more neither is anheuserbusch,1
says as secretary of state she was reserving judgment about the transpacific partnership and hoped it would be the gold standard,1
an iowa policy provides for a state round up of iowa citizens who might be exposed to the swine flu virus,0
says us sen bill nelson voted with the democrats in congress nearly  percent of the time,1
says proposed teacher contract would layer on more restrictive rules,1
weve got  years of study now that show that with a good preschool start youre less likely to be on public dole youre less likely to be in prison,1
richard hayne president and ceo of urban outfitters is a supporter of rick santorum and donated over  to him,1
congress as a whole is less popular than its been since polling was invented,1
says donald trump says he has foreign policy experience because he ran the miss universe pageant in russia,1
says scott walker gave  million in tax breaks to a corporation and told them that they can keep that money even if they lay off half their workforce,1
halliburton defrauded american taxpayers of hundreds of millions of dollars in iraq,1
abortionists have reduced our black population by more than  percent since ,0
weve had  attempts to amend the constitution since ,1
democrat russ feingold announced his wisconsin senate run today fromcalifornia,0
inspections of abortion centers around virginia have found multiple violations of parental consent laws but gov terry mcauliffe and his administration have done nothing,0
says gubernatorial recall candidate tom barrett supported passage of gov scott walkers bill stripping collective bargaining of state employees,0
says some in congress are trying to create a separate government for those with a drop of native hawaiian blood,1
says he opposed the presidents decision to go into iraq in ,0
the federal reserve system has presided over about a  percent decline in the us dollar,0
numbers on illegal immigrants are down in terms of apprehensions which indicates fewer illegal crossings but also up in terms of actual enforcement actions,1
says gov scott walker hasnt done a public event this entire year,0
obama wants a windfall profits tax on oil to go along with the new taxes he also plans for coal and natural gas,1
if you will go look up the definition of act of god weve used it in legal terms for a long time in this state,1
monarch butterflies are becoming extinct because of increased use of crops genetically modified to withstand pesticides,1
president obama gave egypts muslim brotherhood one and a half billion dollars,0
says donald trump promised to take care of everybody through governmentrun healthcare and the governments going to pay for it,0
says professional football coach rex ryan won championships in new yorkthe afc i think twice,0
says hillary clinton wants sanctuary cities,1
health reform eliminates copays deductibles and other costs for preventative care and provides for free annual wellness checkups starting next year,1
says according to the fbi more people are killed each year with hammers and clubs than rifles,1
says rick scott cut education by  billion in his first year then in his second year he decreases funding by  million to our state universities,1
trade deals are negotiated in secret and unlike corporate interestspoliticians never invite the leaders of the aflcio or steelworkers or the mine workers to come in and sit down in these meetings,1
regarding the usa freedom act there is nothing we are allowed to do under this bill that we could not do before,1
our law enforcement agencies have found bodies in the desert either buried or just lying out there that have been beheaded,0
says he took down the mob in northeast ohio,0
the state of new york is the worst in the nation in economic recovery,0
says he invested over  million in worker training,1
says rep bruce braley diowa skipped an important va reform hearing to attend three fundraisers,0
says cia director george tenet told the bush administration that the sept   terrorist attack was coming so they did have advanced notice,0
says hillary clinton doesnt believe in your right to keep a gun at home for selfdefense,0
says jennifer horn chairwoman of the nh republican party owes  in back taxes,1
the median net worth of american households hasnt changed much over the past decades its about   but congress average median net worth has ballooned more than doubled,1
scott fisher tried to expand obamacare in texas and even voted for an official resolution to force  million texans into obamacare,0
saudi arabia has the thirdlargest military budget in the entire world,1
in april  the democrats were in control and the congressional approval rating was  percent,1
barack obamas health care bill is nothing new mitt romney signed one just like it four years before,1
says that hes responsible for austinincluding anderson mill road in the citys proposed transportation bond package,0
says the department of defense changed its definitions of alqaeda and the taliban making it so almost anybody can be loosely associated with the groups,0
art robinson says social security should be ended through attrition,1
tide gauges measuring sea level in rhode island since  have risen maybe about  inches since that time,1
unlike benghazi there were no investigations of the  beirut barracks bombing none about key aspects of the  attacks and the iraq war and none about embassy attacks under george w bush,0
 million of our tax dollars went straight to  the taliban,1
on whether he supports dont ask dont tell,0
a census bureau worker says he was told to skew information to bring the unemployment rate down as we headed into an election season,0
says that in polls about  candidate leadership skills he comes out two and three and four times higher than anybody else,1
the  national survey on drug use and health found that up to half of daily marijuana smokers become addicted  an estimated  million people in the us,1
when i started in ohio it was terrible now were getting bipartisan support for our bills and thats called leadership,1
says gov chris christies decision to close the elizabeth mvc saved no money,0
sixty percent of new jersey doctors do not accept medicaid patients,1
as a congressman jd hayworth was an avid earmarker who supported such pork as  to renovate a maine blueberry farm and  million for a vermont snowmobile trail,1
says cities save an estimated  in dental costs for every  invested in fluoridation,1
at least obama didnt marry his cousin as giuliani did,1
gov rick perry helped balance his budget with about  billion worth of federal help which he happily took and then started blaming the members of congress who had offered that help,1
president obama came to ohio  times to try to defeat me and guess what he didnt win,0
on suspending system development charges for two years,1
of all the jobs president obama claims to have created since he started only  percent are women so  percent have gone to men,1
if you look up the dictionary definition of happiness at the time of our founders happiness was not doing what you want to do but doing what you ought to do,0
amendment  on medical marijuana won a higher percentage of the vote than the last six florida governors including jeb bushs  landslide,1
health care is the greatest contribution to spending increases in the state budget,1
the buffett rule raises virtually no money maybe a day and a half of our borrowing per year,1
georgias us senators voted for legislation that would gut clean air protections and increase oil dependence,1
romneycare was model for obamacare,1
the providence economic development partnership   which you cicilline chaired loaned  in taxpayer funds to one of your campaign workers the worker never paid back the loan,1
no doctors who went to an american medical school will be accepting obamacare,0
the  million structural surplus in the  wisconsin budget is not real because it is based on the assumption that congress will reinstate the estate tax,0
dan patrick changed his name from danny goeb to hide from his debts,0
were paying outofstate residential facilities hundreds of thousands of dollars if not more to house children in state custody,1
the perpupil cost in the blackstone valley prep mayoral academy far outweighs the perpupil cost in cumberland public schools,0
before april  we have restored the rights of more than  individuals which is more than the past seven governors combined in their fouryear terms,1
the federal hate crimes prevention act bill would create special protection for pedophiles,0
says wisconsin supreme court candidate joanne kloppenburg put an yearold farmer in jail for refusing to plant native vegetation on his farm,0
in  more than  of the elderly population lived in poverty today that poverty rate stands officially at ,1
superdelegates have never been a determining factor in who our nominee is since theyve been in place since ,1
says the republican state convention is actually larger than the republican national convention,1
in his book ken cuccinelli questions whether medicare and social security should exist,0
there are  million internet users and  million bloggers who are driving discussions in china so youve got a lot of people voicing frustration and discontent,1
my son had to resign his job because of federal regulations that washington has put on us,1
the senate health care bill would leave  million people without insurance coverage,1
more americans receive food aid than work in the private sector,0
illegal tobacco sales price driven too high has been connected to at least several cases of funding terrorism against us in multiyear investigations over the last decade and a half,1
some of our states educational administrators joined the feds in seeking to mandate arabic classes for texas children,0
says land commissioner jerry patterson threatened to shoot him,0
between  and  water usage in georgia dropped even as the states population grew,1
the general assembly has no explicit constitutional authority to impose income sales estate and the myriad of other taxes upon us,1
inside the stimulus package is antichristian legislation that will stop churches from using public schools for meeting on sundays as well as boy scouts and student bible study groups,0
a wisconsin bill to limit use of food stamps for junk food would also prevent  or limit  the extent to which food stamps could be used for organic foods,1
were losing thousands of veterans waiting on line because they cant get speedy health care from the veterans administration,1
the newly proposed house republican budget abolishes medicare within  years,0
says george lemieux falsely attacked marco rubio,1
there are fewer people crossing the southwest border than in the last  years,1
health insurance costs for floridians are up  percent or more,0
says lamar smith sponsored the bill that funded obamacare,0
on responding to chemical weapon use in syria,1
the lgbt community is more often the victims of hate crimes than any other recognized group,1
obama has maintained a friendship with a now convicted felon,1
says mitt romneys carried interest income was a tax trick,0
since obamacare and the stimulus passed the unemployment rate in the us has increased,0
in  there were more than  new tennessee jobs created and over  billion in capital investment our jobstn plan is working,1
each day our nation pays communist china  million in interest on our debt,1
sen jim webb persists on negating sen mark warners votes,0
rhode island has a very generous unemployment compensation rate compared to most other states,1
says she called for addressing risks of derivatives cracking down on subprime mortgages and improving financial oversight early on in the financial crisis,1
there is a constitutional issue that affects the paychecks of members of congress during a shutdown,1
no one in the private sector gets unlimited accruals of vacation and sick leave,1
says obama has flipflopped on public campaign financing,1
back door gun control is in full effect in the united states due to obamas environmental protection agency,0
the obama administration originally wanted  troops to remain in iraq  not combat troops but military advisers special operations forces to watch the counterterrorism effort,1
ice just endorsed me,0
tax increases under michigan gov jennifer granholm led to state unemployment going from  percent to  percent,0
ronald reagans signature on the  amnesty act gave barack obama about  million additional hispanic votes in ,0
nevada lawmakers permanently cut taxes for over  percent of nevadas businesses,0
says texas us rep pete sessions said the gops goal is to go back to the same exact policies that were in place before this president took office policies that crashed the economy,0
says donald trump said the government is going to pay for everybody to have health care,0
says  states have more people on welfare than employed,0
says former federal reserve chairman alan greenspan said that if the workers are more insecure thats very healthy for the society because theyll serve the masters gladly and passively,0
on the economic stimulus,1
neighborhoods have become more violentunder president barack obamas watch,0
obama admin gutted projchildsafe budget to provide trigger locks and safety kits,0
barack obamas health care plan would leave million americans out,1
our high school graduation rate is the highest on record,1
say ohio reps marcia fudge marcy kaptur and dennis kucinich are socialists who are openly serving in the us congress,0
were not engaged in nationbuilding in afghanistan,1
says the defense department shrinkwrapped  billion in american money loaded it on  pallets and put it on a transport plane to iraq where they passed out  bills and no one has any receipts,0
says he stood up to his own party by voting against the budget to stop runaway government spending,0
democrats very much are in the pocket of the nra,0
floridas proposed amendment for medical marijuana would allow people who alleged minor ailments such as muscle spasms neck pain back pain and even menstrual cramps to qualify for governmentsanctioned potsmoking,1
some doctors say ebola can be transmitted through the air by a sneeze or some cough,0
we the bishops of the united states  can you believe it  in  came out for more affordable more comprehensive more universal health care,1
on support for ronald reagans policies,0
says supreme court nominee merrick garlandvoted so the folks know in washington dc to keep guns away from private citizens,0
forty years ago hardly anybody in the country had health insurance,0
supreme court  times over the last  years has said marriage is a fundamental right and never said it had to be between a man and a woman,1
says alex sink supported more taxes on water and tv,1
im selffunding my own campaign,1
for every kentuckian that has enrolled in obamacare  have been dropped from their coverage,0
more americans have lost their jobs under barack obama than any president in modern history,0
says the money is in the budget to give a tax break to everyone including people making more than  million,0
says  was the first year in american history that more minorities are being born than people in the majority,1
on the status of illegal immigrants,1
its going to be harder to vote in virginia than it is now to buy a gun,1
says dan patrick has called immigration into texas an invasion and said immigrants coming into texas bring thirdworld diseases,1
harry reid voted to use taxpayer dollars to pay for viagra for convicted child molesters and sex offenders,0
the average time someone used to hold a share of stock back in the s was eight years now the average time is four months,1
since  the ohio victor has won the presidency  out of  times,1
under obamacare members of congress are required to purchase their health insurance from the new exchanges,1
 of human trafficking victims are located in texas,0
while fatcat bureaucrats at the department of education are getting paid an average salary of  a year teachers in georgia are getting paid half of that,1
says chris christie was behind in the polls against jon corzine during the  governors race,0
says donald trump spent the least amount of money of any of the competitive primary contenders that he beat so badly,1
a houston school district analysis found that the state board of education more than quadrupled the number of historical figures students must learn about,1
floridas high school graduation rates continue to increase at the fastest rate in the nation with florida leading the nation in the rate of hispanic graduates,1
says his plan to raise car registration to  would still leave virginia with a fee thats equal to or lower than most states,0
we spend half a trillion dollars a year in tax preparation,0
for gm to pay back everything it owes it would have to sell its shares at  a share    where the highest value of a general motors share ever was    whatever the dollars were   ,0
theres  congressmen and senators that have been convicted of felonies that still get their retirement even in jail they dont have to wait until theyre ,1
says mitt romney said at a january  debate that under paul ryans tax plan id have paid no taxes in the last two years,0
house republicans pledged to introduce a bill to reform americas health care system but the party of no has    failed to produce legislation,1
polls show americans are overwhelmingly opposed to obamacare especially the individual mandate,1
